account_id,page_id,actual_page_id,adset_id,adset_name,ad_id,ad_name,post_id,full_post_id,facebook_link,spend,revenue,roi,profit,spend_punctuation,roi_punctuation,profit_punctuation,profit_multiplier,base_score,total_score
act_1172700037197465,820752897790132,820752897790132,120239541428880346,BM5_1_AUTOI9-FP-AUTO_PickOneHouse_Agostina-CCA100BPN_RS,120239541428950346,BM5_1_AUTOI9-FP-T-AUTO_PickOneHouse_Agostina_RS,122113898475056977,820752897790132_122113898475056977,https://www.facebook.com/820752897790132/posts/122113898475056977/,108.13,175.19,62.01794136687321,67.06,2,0.7000000000000001,0.2,1.0,0.28,0.28
act_1172700037197465,820752897790132,820752897790132,120239541014400346,BM5_1_AUTOI9-FP-AUTO_StarbucksTariff-V2_Facundo-CC1.1_RS,120239541014380346,BM5_1_AUTOI9-FP-T-AUTO_StarbucksTariff-V2_Facundo_RS,122111960673056977,820752897790132_122111960673056977,https://www.facebook.com/820752897790132/posts/122111960673056977/,109.57,178.94,63.31112530802228,69.37,2,0.7000000000000001,0.2,1.0,0.28,0.28
act_1172700037197465,820752897790132,820752897790132,120239541428900346,BM5_1_AUTOI9-FP-AUTO_PickOneHouse_Agostina-CCA100-2_RS,120239541428980346,BM5_1_AUTOI9-FP-T-AUTO_PickOneHouse_Agostina_RS,122112694881056977,820752897790132_122112694881056977,https://www.facebook.com/820752897790132/posts/122112694881056977/,64.98,142.47,119.25207756232685,77.49,1,1.1,0.2,1.0,0.22000000000000003,0.22000000000000003
act_1172700037197465,820752897790132,820752897790132,120239541465490346,BM5_1_AUTOI9-FP-Auto_MillionaireXmasNewsVARIANT_Clara-CCBP_RS,120239541465600346,BM5_1_AUTOI9-FP-T-Auto_MillionaireXmasNewsVARIANT_Clara_RS,122113900185056977,820752897790132_122113900185056977,https://www.facebook.com/820752897790132/posts/122113900185056977/,110.49,164.95,49.2895284641144,54.459999999999994,2,0.5,0.2,1.0,0.2,0.2
act_1172700037197465,820752897790132,820752897790132,120239541141000346,BM5_1_AUTOI9-FP-AUTO_PickOneHouse_Agostina-CCA711BP_RS,120239541140980346,BM5_1_AUTOI9-FP-T-AUTO_PickOneHouse_Agostina_RS,122113896957056977,820752897790132_122113896957056977,https://www.facebook.com/820752897790132/posts/122113896957056977/,109.24,162.39,48.65433906993775,53.14999999999999,2,0.5,0.2,1.0,0.2,0.2
act_1172700037197465,820752897790132,820752897790132,120239541428940346,BM5_1_AUTOI9-FP-AUTO_PickOneHouse_Agostina-CCA100BP_RS,120239541428890346,BM5_1_AUTOI9-FP-T-AUTO_PickOneHouse_Agostina_RS,122113898463056977,820752897790132_122113898463056977,https://www.facebook.com/820752897790132/posts/122113898463056977/,123.92,155.39,25.39541639767591,31.469999999999985,2,0.30000000000000004,0.1,1.0,0.06000000000000001,0.06000000000000001
act_1172700037197465,820752897790132,820752897790132,120239541325330346,BM5_1_AUTOI9-FP-Auto_BlessesASingleMom_Ivan-CCBPNA711_RS,120239541325280346,BM5_1_AUTOI9-FP-T-Auto_BlessesASingleMom_Ivan_RS,122112804093056977,820752897790132_122112804093056977,https://www.facebook.com/820752897790132/posts/122112804093056977/,114.89,134.27,16.86830881712944,19.38000000000001,2,0.2,0.1,1.0,0.04000000000000001,0.04000000000000001
act_1192065285119034,865667913292666,865667913292666,120240036144220668,BM5_1_AUTOI10-FP-T-Auto_BlessingPizza_CJ_RS,120240036144380668,BM5_1_AUTOI10-FP-T-Auto_BlessingPizza_CJ_RS,122109931869082628,865667913292666_122109931869082628,https://www.facebook.com/865667913292666/posts/122109931869082628/,68.28,71.45,4.642647920328064,3.1700000000000017,1,0.1,0.1,1.0,0.010000000000000002,0.010000000000000002
